,A14,B07,A02,A27,A07,A04,B05,B17,B10,A08,A15,B22,B02,B06
77,26854,25007,28596,26855,19534,26480,,25711,21863,25767,21277,20694,19253,16475
78,25710,25441,28596,26855,19677,26338,,25710,21863,25767,21277,20694,19253,16475
79,25130,25728,28596,26855,19823,26196,,25710,22005,25767,21277,20694,19253,16475
80,25130,26162,28596,26854,20112,26054,,25710,22005,25767,21277,20694,19253,16475
81,25130,26449,28595,26854,20258,26020,,25453,21861,25767,21277,20694,19253,16475
82,25130,26883,28595,26854,20401,26048,,25710,21861,25767,21277,20694,19253,16475
83,25130,27315,28595,26854,20547,26185,,25453,21861,25625,21277,20693,19253,16475
84,25130,27748,28595,26854,20836,26467,,25308,21861,25625,21277,20693,19253,16475
85,25129,25129,28451,26854,20982,26605,,25307,21861,25625,21276,20693,19252,16475
86,25273,25129,28451,26854,21126,26744,,25307,21861,25625,21420,20693,19252,16475
87,25273,25129,28452,26854,21415,26854,,25306,21861,25625,21420,20693,19252,16475
88,25273,25129,28451,26854,21705,26711,,25162,21861,25625,21420,20837,19252,16475
89,25710,25129,28451,26854,21851,26713,,25160,21861,25627,21420,20837,19252,17219
90,25710,25129,28451,26855,21994,26714,,25160,21861,25483,21420,20837,19252,17219
91,25273,25129,28451,26854,22284,26716,,25159,21861,25483,21420,20836,19108,17076
92,25710,25273,28450,26854,22574,26573,,25015,21861,25483,21420,20836,19108,17076
93,25710,25701,28450,26711,22864,26574,,25417,21860,25483,21420,20836,19108,17076
94,25417,25700,28450,25416,23008,26575,,25417,21860,25483,21420,20836,19108,17076
95,25710,25700,28450,25848,23298,26577,,25417,21860,25483,21420,20836,19108,17076
96,25417,25700,28450,25848,23588,26434,,25417,21860,25485,21420,20836,19108,17076
97,25710,25700,28450,26136,23731,26435,,23574,21860,25341,21420,20836,19108,17076
98,25710,25700,28450,24841,24022,26436,,23574,21860,25341,21420,20836,19108,17076
99,25710,25700,28449,24841,24312,26438,,23574,21716,25341,21420,20836,19108,17076
100,25710,25700,28449,25417,24602,26438,,23718,21716,25341,21564,20836,19108,17076
101,25710,25700,28449,25560,24890,26440,,25560,21716,25341,21563,20836,19108,17076
102,25710,25700,28449,23978,25180,26297,,25560,21716,25593,21563,20836,19108,17076
103,25710,25700,28596,25560,25471,26298,,25560,21716,25594,21563,20836,18964,17076
104,25710,25700,28596,25560,25905,26299,,25560,21716,25594,21563,20980,18964,17076
105,25710,25700,28596,23978,26049,26300,,25560,21716,23903,21563,20979,18964,17076
106,25710,25700,28596,23978,26484,26301,,25560,21716,23903,21563,20979,18964,17076
107,25710,25700,28452,25560,26918,26302,,25560,21859,23903,21563,20979,18964,17076
108,25710,25700,28452,25416,27353,26159,,25560,21858,24047,21707,20979,18964,17076
109,24013,25700,28451,26709,27497,26159,,25704,21858,24047,21707,20979,18964,16932
110,24013,25700,28451,26709,27932,26160,,25704,21858,24047,21707,20979,18964,16932
111,24013,25700,28450,26565,28511,26161,,25704,21858,24047,21707,20979,18964,16932
112,25710,25700,28450,26565,25595,26162,,25704,21858,24047,21707,20979,18964,16932
113,25854,25700,28306,26565,24047,26163,,25704,21858,24047,21707,20979,18964,16932
114,25710,25700,28306,26566,24047,26164,,25704,21714,24191,21707,20979,18964,16932
115,25710,25700,28305,25559,24047,26020,,25703,21714,24191,21707,20979,18963,16932
116,25710,25700,28303,26135,24191,26021,,24002,21714,24191,21708,20979,18963,16932
117,25710,25700,28303,24984,25741,26022,,24002,21714,24191,21708,21123,18963,16932
118,25710,25700,28303,25847,24191,26023,,24002,21714,24191,21708,21123,18963,16932
119,25710,25844,28304,25847,24047,26024,,24002,21714,24335,21708,21123,18963,16932
120,25710,25844,28304,25847,24047,26024,,24002,21714,24335,21852,21123,18963,16932
121,25710,25844,28304,25847,24044,26025,,24001,21714,24335,21852,21123,18819,16932
122,25710,25844,28304,25847,24186,26025,,24001,21714,24335,21852,21123,18819,16932
123,25710,25844,28159,25847,24183,25882,,24001,21714,24335,21852,21123,18819,16932
124,25710,25845,28159,25847,24183,25883,,24000,21714,24479,21852,21123,18819,16932
125,25710,25845,28159,25847,24180,25883,,24000,21714,24479,21852,21123,18962,16932
126,25710,25845,28159,25847,24178,25884,,25700,21713,24479,21996,21123,18818,16788
127,25710,25845,28158,26564,24320,25885,,25701,21713,24479,21996,21123,18818,16788
128,25710,25845,28158,26565,24317,25885,,25700,21713,24479,21996,21123,18818,16788
129,25710,25989,28158,26565,24315,25886,,25700,21713,24479,21997,21123,18818,16788
130,25710,25989,28158,26565,24315,25886,,25701,21713,24623,21997,21123,18818,16788
131,25710,25989,28158,26565,24456,25887,,25700,21713,24623,21997,21123,18818,16788
132,25710,25989,28158,26565,24455,25888,,25700,21712,24623,21997,21123,18818,16788
133,25710,25989,28158,26564,24452,24479,,25700,21712,24623,22141,21123,18818,16788
134,25710,25989,28158,26565,24594,24479,,25700,21712,24623,22141,21123,18818,16788
135,25710,26133,28157,26422,24593,24334,,25700,21712,24767,22141,21123,18818,16788
136,25710,26133,28157,25559,24591,24475,,25127,21711,24767,22141,21267,18818,16788
137,25710,26133,28157,26423,24590,24471,,24697,21711,24767,22141,21267,18818,16788
138,25710,25991,28157,25848,24589,24612,,23982,21711,24767,22285,21267,18817,16788
139,25854,26561,28013,26424,24586,24610,,24842,21711,24767,22285,21267,18817,16788
140,25854,26561,28013,26137,24728,24607,,25700,21711,24911,22285,21267,18817,16788
141,25854,26561,28014,25274,24727,24605,,25415,21711,24911,22285,21267,18817,16645
142,25854,26561,28014,24843,24725,24745,,24410,21711,24911,22286,21267,18817,16645
143,25854,26561,28014,25563,24725,24886,,23549,21711,24911,22286,21267,18817,16645
144,25854,26561,28014,25276,24724,24884,,23982,21711,24911,22286,21267,18673,16645
145,25854,26561,28014,25852,24722,24883,,25700,21711,24911,22286,21267,18673,16645
146,25854,26417,28012,25565,24864,24881,,25700,21711,25055,22430,21268,18673,16645
147,25854,26417,28012,24846,24863,25021,,25701,21710,25055,22430,21268,18673,16645
148,25854,26273,28012,24703,24861,25019,,25701,21710,25055,22430,21268,18673,16645
149,25854,25987,28012,25135,26417,25017,,25700,21710,25055,22430,21268,18673,16044
150,25854,25987,28012,25854,26417,25015,,25700,21710,25055,22430,21268,18673,16044
151,25854,25986,28012,24156,26417,25157,,25557,21710,25199,22574,21268,18673,16044
152,25854,25700,28012,25854,,25155,,24982,21710,25199,22574,21268,18673,16044
153,25854,25700,28013,25854,,25153,,25414,21566,25199,22574,21268,18673,16044
154,25854,25700,28013,25854,,25151,,24983,21566,25199,22575,21268,18673,16645
155,25854,25700,28013,24156,,25150,,23688,21566,25199,22575,21411,18673,16044
156,25854,29040,28013,24156,,26705,,24984,21566,25343,22575,21411,18529,16044
157,25854,25701,27869,24156,,26705,,23977,21566,25343,22575,21411,18529,16044
158,25854,25701,27869,24156,,26705,,24409,21566,25343,22575,21411,18529,16044
159,25854,28897,27869,24156,,26705,,23546,21566,25343,22719,21411,18529,16044
160,25710,28897,27868,24156,,26705,,24410,21566,25343,22719,21411,18529,16044
161,25710,28897,27868,24156,,26563,,23691,21566,25343,22719,21411,18529,16044
162,25710,28897,27868,24155,,26420,,22972,21566,25343,22719,21555,18529,16044
163,25710,28897,27868,24155,,26421,,23836,21566,25487,22720,21555,18529,16044
164,25710,28897,27724,24155,,26278,,23261,21708,25487,22720,21555,18529,16044
165,25710,28897,27725,24155,,26278,,23980,21708,25487,22720,21555,18529,16044
166,25710,28897,27725,24011,,26136,,23980,21708,25487,22720,21555,18529,16645
167,25710,28897,27725,24011,,25992,,23980,21708,25487,22864,21555,18529,16044
168,25710,29040,27724,24011,,25993,,24125,21707,25631,22864,21555,18529,16044
169,25709,29040,27724,24011,,25995,,24268,21707,25631,22864,21556,18529,16044
170,25709,29040,27724,24011,,25852,,24268,21707,25631,22864,21556,18528,16044
171,25709,29040,27724,24011,,25708,,24412,21707,25631,23008,21556,18528,16044
172,25709,29040,27724,24011,,25709,,24412,21707,25631,23008,21556,18528,16044
173,25709,29040,27580,25709,,25709,,24557,21707,26473,23008,21556,18528,16044
174,24703,29040,27580,24011,,26424,,24700,21563,26495,23008,21556,18384,16044
175,24703,29040,27580,25709,,26333,,24700,21563,26495,23009,21556,18384,16044
176,25709,29040,27579,25709,,26473,,24845,21563,26495,23009,21556,18384,16044
177,25709,29040,27579,24439,,26474,,24845,21563,26495,23009,21556,18384,16044
178,24703,25845,27579,26423,,26495,,24988,21563,26495,23009,21556,18384,16044
179,24703,25845,27579,26423,,26495,,25133,21563,26495,23009,21556,18384,16645
180,24703,29040,27436,26423,,26495,,25133,21563,26495,23153,21556,18384,16645
181,24703,29040,27436,26423,,26495,,25277,21563,26495,23153,21556,18384,16044
182,24415,29040,27436,26423,,26495,,25277,21563,26495,23153,21556,18384,16044
183,24415,29040,27436,26423,,26495,,25421,21563,26495,23153,21700,18384,16044
184,24415,29040,27435,26423,,26495,,25421,21563,26495,23297,21700,18384,16044
185,24415,29040,27435,26423,,26495,,25565,21563,26495,23297,21843,18384,16044
186,24415,29040,27435,26423,,26495,,25709,21562,26495,23297,21843,18240,16044
187,25134,29040,27435,26423,26619,26639,,25307,21562,26495,23298,21843,18240,16044
188,25134,29040,27435,26423,,26639,,25565,21562,26495,23298,21843,18240,16044
189,25134,29040,27291,26307,,26639,,25564,21562,26495,23298,21843,18240,16044
190,25134,29040,27292,26307,,26639,,25564,21562,26495,23298,21843,18240,16044
191,25134,29040,27290,26307,,26621,,25564,21562,26495,23298,21843,18240,16044
192,24846,29040,27290,26307,,26765,,25564,21562,26495,23442,21843,18240,16044
193,24846,29040,27290,26307,,26765,,25162,21561,26495,23442,21843,18240,16044
194,24846,29040,27290,26307,,26765,,25564,21561,26495,23442,21843,18240,16044
195,24846,29040,27290,26307,,26765,,25564,21561,26639,23442,21844,18240,16044
196,24846,29040,27146,26423,,26765,,25846,21561,26639,23586,21844,18240,16044
197,24558,25846,27147,26422,,26495,,25846,21561,26639,23586,21844,18240,16044
198,24558,24146,27147,26422,,26338,,25846,21561,26639,23586,21844,18238,16044
199,24558,24146,27146,26422,,26179,,25845,21561,26639,23586,21844,18238,16044
200,24558,24146,27146,26422,,26022,,29040,21561,26639,23730,21844,18238,16044
201,25564,24290,27146,26422,,26129,,29040,21560,26639,23730,21844,18238,16044
202,25564,24290,27146,26422,,25984,,25845,21560,26639,23730,21844,18238,16044
203,25564,24290,27146,26422,,25845,,29040,21560,26639,23730,21844,18238,16044
204,25564,24291,27002,26422,,24429,,29040,21560,26639,23731,21844,18238,16044
205,25554,24291,27003,26422,,26129,,29040,21560,26639,23731,21844,18238,16044
206,25564,24291,27003,26422,,26129,,29040,21560,26639,23731,21844,18238,16044
207,25564,24291,27001,26422,,25984,,29040,21560,26639,23731,21988,18094,16044
208,25564,24434,27001,26422,,25984,,29040,21560,26639,23875,21988,18094,16044
209,25564,24434,27001,26422,,24579,,29040,21560,26639,23875,21988,18094,16044
210,25564,24434,27001,26422,,24734,,29040,21416,26639,23875,21988,18094,16044
211,25564,24434,26857,26422,,24890,,29040,21416,26639,23875,21988,18094,16044
212,25420,24434,26858,26422,,25048,,29040,21416,26639,24019,21988,18094,16044
213,25420,24434,26858,26422,,25775,,29040,21416,26639,24019,21988,18094,16044
214,25420,24578,26858,26422,,27056,,29040,21416,26639,24019,21988,18094,16044
215,25420,24578,26857,26422,,25842,,29040,21416,26639,24163,21988,18094,16044
216,25421,24578,26857,26422,,25842,,29040,21416,26783,24020,22131,18094,16044
217,25421,24579,26857,26422,,25984,,28897,21416,26783,24020,22131,18094,16044
218,25421,24579,26857,26566,,25984,,28897,21416,26783,24020,22132,18094,16044
219,25421,24721,26713,26567,,25984,,28897,21416,26783,24020,22132,18094,16044
220,25421,24722,26713,26567,,25984,,28897,21416,26783,24164,22132,18094,16044
221,25421,24722,26713,26567,,25984,,28897,21558,26783,24164,22132,18093,16044
222,25421,24722,26713,26567,,25984,,28897,21558,26783,24164,22132,18093,16044
223,25421,24722,26712,26567,,24426,,28897,21558,26783,24164,22132,18093,16044
224,25419,24722,26712,26567,,24426,,28897,21558,26783,24308,22132,18093,16044
225,25419,24722,26568,26567,,24426,,29187,21557,26783,24308,22132,17949,16044
226,25419,24722,26569,26567,,24426,,29187,21557,26783,24308,22132,17949,16044
227,25419,24866,26569,26567,,24283,,29187,21557,26783,24452,22132,17949,16044
228,25419,24866,26569,26567,,24427,,29187,21557,26783,24309,22132,17949,16044
229,25419,24867,26569,26567,,24427,,29187,21557,26783,24309,22132,17949,16044
230,25419,26422,26567,26567,,24427,25847,29187,21557,26783,24309,22276,17949,16044
231,24269,26422,26568,26567,,24428,25586,29187,21413,26783,24309,22276,17949,16044
232,24269,25009,26568,26567,,24285,25847,29187,21413,26783,24453,22276,17949,16044
233,24269,26422,26568,26567,,24285,25847,29187,21413,26783,24453,22276,17949,16044
234,25419,26422,26568,26567,,24285,25586,29187,21413,26783,24453,22276,17949,16044
235,25419,25009,26568,26567,,24429,25586,29187,21413,26783,24597,22276,17949,16044
236,24269,25009,26567,26567,,24429,25586,29187,21413,26783,24597,22276,17949,16044
237,24557,26423,26568,26567,,24287,25587,29043,21413,26783,24597,22276,17805,16645
238,24557,26279,26568,26567,,24287,25587,29043,21413,26783,24597,22276,17805,16044
239,24845,26280,26568,26567,,24287,25587,29043,21413,26783,24741,22276,17805,16044
240,23982,26280,26568,26567,,24287,25587,29043,21413,26783,24598,22276,17805,16044
241,23982,26280,25417,26567,,24287,25589,29043,21413,26783,24598,22276,17805,16044
242,24270,26279,25417,26567,,24288,25589,29043,21413,26783,24598,22420,17805,16044
243,24270,26423,25417,26567,,24288,25589,29043,21413,26927,24742,22420,17805,16044
244,24558,26307,25417,26568,16328,24289,25589,29043,21413,26927,24742,22420,17805,16044
245,23839,26307,25417,26452,16328,24289,25590,29043,21413,26927,24742,22420,17805,16044
246,23839,26163,25849,26452,16328,24289,25590,29043,21412,26927,24742,22420,17805,16044
247,24127,26279,25849,26452,16063,24290,25590,28899,21412,26927,24743,22420,17805,16044
248,24127,26279,25849,26452,16328,24290,25446,29189,21412,26927,24743,22420,17805,16044
249,24415,26279,25849,26452,16928,24290,25447,29189,23687,26927,24743,22420,17805,16645
250,24703,26279,25849,26452,16928,24290,25447,29189,26452,26927,24743,22420,17805,16044
251,24703,26279,26137,26452,16328,24291,25447,29189,26452,26927,24887,22420,17804,16044
252,23840,26279,26137,26452,16328,25848,25448,29189,26452,26927,24887,22420,17804,16044
253,23840,26279,26137,26452,16328,25589,25448,29189,26452,26927,24887,22420,17804,16044
254,24128,26279,26137,26452,16328,25589,25448,29189,26452,26927,24887,22564,17804,16645
255,24416,26279,26137,26452,16328,25589,25448,29189,26452,26927,25031,22564,17660,16645
256,24416,26280,26425,26452,16328,25589,25450,29189,26452,26927,25031,22564,17660,16645
257,24704,26280,26425,26452,16328,25589,25450,29045,26452,26927,25031,22564,17660,16044
258,24704,26280,26425,26452,16928,25589,25450,29045,26452,26927,25175,22564,17660,16044
259,23985,26280,26425,26452,16928,25589,25450,29045,26452,26927,25175,22564,17660,16044
260,24273,26280,26425,26452,16328,25589,25451,29045,26452,26927,25032,22564,17660,16044
261,24273,26280,25274,26452,17793,25589,25451,29045,26451,26927,25032,22564,17660,16044
262,24417,26280,25274,26569,18514,25589,25307,29045,26451,26927,25032,22564,17660,16044
263,24417,26281,25274,26570,19379,25849,25307,29045,26451,26927,25176,22564,17660,16044
264,24705,26281,25274,26570,20100,24009,25308,29045,26451,26927,25176,22564,17660,16044
265,23986,26281,25274,26570,21110,23868,25308,29045,26595,27071,25176,22708,17660,16044
266,23986,26281,25706,26570,22119,25568,25308,29045,26595,27071,25176,22708,17660,16044
267,24274,26281,25706,26570,23129,25568,25308,29045,26595,27071,25320,22708,17516,16044
268,24274,26281,25706,26570,24283,23871,25310,29045,23685,27071,25320,22708,17516,16044
269,24562,26281,25706,26570,25437,23870,25310,29045,26449,27071,25464,22708,17516,16044
270,24706,26281,25706,26570,26879,24013,25310,29045,26449,27071,25464,22708,17516,16044
271,24706,26281,25994,26570,28321,24156,25569,25850,26449,27071,25321,22708,17516,16044
272,24131,24725,25994,26568,26568,24298,25569,25850,26449,27071,25321,22709,17658,16044
273,24131,24725,25994,26164,,24299,25570,25850,26449,27071,25321,22709,17658,16044
274,24275,24725,25994,25874,,24441,25313,25850,26449,27071,25465,22709,17514,16044
275,24563,24725,26425,25585,,24583,25570,25850,26449,27071,25465,22709,17514,16044
276,24563,26281,26425,25296,,24582,25313,25850,26306,27071,25465,22709,17514,16044
277,23988,26281,26425,25412,,26281,25570,25850,26306,27071,25465,22852,17514,16044
278,23988,26281,26714,23712,16328,26165,25313,25850,26306,27071,25609,22852,17514,16044
279,24132,24725,26426,23713,16928,26165,25313,25715,26306,27071,25466,22852,17514,16645
280,24420,24725,26426,23857,16928,26165,25457,25715,26306,27071,25753,22852,17514,16044
281,24420,24727,26426,23858,16928,26165,25457,25715,26306,27071,25753,22852,17514,16044
282,24564,24727,25014,24002,16928,26166,25455,25716,26306,27071,25753,22852,17514,16044
283,24564,24584,26426,24147,16928,26166,25599,25716,26306,27071,25753,22852,17514,16645
284,23989,24584,26426,24147,16928,26166,25599,25716,26306,27071,25753,22852,17514,16645
285,24277,24584,26426,24291,16928,26166,25599,25716,26306,27071,25753,22852,17514,16044
286,24277,24586,26426,24436,16928,26023,25742,25716,26306,27071,25753,22996,17370,16044
287,24421,24586,26426,24436,16328,26023,25742,25460,26306,27071,25752,22996,17370,16645
288,24421,24444,24872,24580,16328,26023,25886,25460,26306,27071,25752,22996,17370,16645
289,24565,24444,24729,24725,16928,26023,25886,25460,26306,27071,25752,22996,17370,16044
290,24134,24445,24589,24869,16928,26025,25886,25460,23396,27071,25752,22996,17370,16044
291,24134,24445,24446,24870,16928,26025,26029,25460,23396,27071,25752,22996,17370,16645
292,24278,24445,24305,25014,16928,26025,26029,25461,26016,27215,25896,22996,17370,16645
293,24278,24303,24306,26570,16928,26025,26029,25461,26016,27215,25896,22996,17370,16044
294,24422,24303,25718,26570,16928,26025,26173,25461,26160,27215,25896,22996,17370,16044
295,24710,24304,25718,26570,16328,26026,26172,25461,26160,27215,25896,22996,17370,16044
296,24710,24305,25718,26428,16328,26026,26316,25461,26160,27215,25896,22997,17370,16044
297,24135,24305,25718,26570,17072,26026,26316,25461,26160,27215,25896,22997,17370,16044
298,24135,24162,25718,26428,17215,26026,26316,25718,26160,27215,25896,22997,17370,16044
299,24279,24162,25718,26572,17215,26027,26458,25718,23395,27215,25896,22997,17370,16645
300,24567,24164,25718,26571,17360,25883,26458,25718,26014,27215,25896,22997,17369,16044
301,24567,24164,25718,26572,17504,25883,26458,,26014,27215,25896,22997,17369,16044
302,24711,25718,24022,26573,17648,25883,26602,,26014,27215,25896,22997,17369,16044
303,24711,24022,24022,26573,17648,25885,26602,,26014,27215,25896,22997,17369,16044
304,24136,24022,24022,26573,17793,25885,26601,,26014,27215,25896,22997,17225,16044
305,24424,24167,24022,26574,17936,25885,26745,,26014,27215,25896,23141,17225,16044
306,24424,24167,24166,26574,17936,25885,26745,,26014,27215,26039,23141,17225,16044
307,24568,24309,24167,25863,18081,25886,26745,,26014,27215,26039,23284,17225,16044
308,24568,24310,24167,25863,18225,25886,26888,,26014,27215,26039,23284,17225,16044
309,24137,24310,24167,25863,18369,25886,26888,,26014,27215,26039,23284,17225,16044
310,24281,24310,24167,25863,18513,25886,27032,,26014,27215,26039,23284,17225,16044
311,24281,24454,24167,25863,18658,25886,27032,,26014,27215,26039,23284,17225,16044
312,24425,24596,25863,24167,18658,25744,27002,,26014,27215,26039,23284,17225,16044
313,24425,24597,25863,24311,18801,25744,30776,,26014,27359,25895,23284,17225,16044
314,24569,24597,24311,25864,18946,25744,30776,,26014,27359,25895,23283,17225,16044
315,24138,24597,25864,25864,19090,25744,30920,,26014,27359,25895,23283,17225,16044
316,24138,24740,25864,24170,19090,25745,30920,,26014,27359,25895,23283,17081,16044
317,24282,24740,25864,24170,19234,25745,30920,,26014,27359,25895,23283,17081,16044
318,24282,24884,25864,24170,19379,25745,30920,,26014,27359,25895,23283,17081,16044
319,24426,24884,25864,25864,19523,25745,31064,,26014,27359,25895,23283,17081,16044
320,24570,24885,25864,25864,19666,25747,31064,,26014,27359,25895,23283,17081,16044
321,24570,25027,25864,24170,19812,25747,31064,,26014,27359,25895,23283,17081,16044
322,24139,25028,24170,24170,19955,25747,31064,,26014,27359,26038,23283,17081,16044
323,24139,25028,24170,24170,19955,25747,31064,,23250,27359,26182,23283,17081,16044
324,24283,25028,24170,25864,20099,25604,31063,,23250,27359,26325,23283,17081,16044
325,24571,25172,24170,24170,20244,25604,31063,,25724,27359,26469,23283,17081,16044
326,24571,25171,24170,24312,20388,25604,31062,,25724,27359,26899,23283,17081,16645
327,24140,25315,25864,24455,20532,25604,31062,,25724,27359,27186,23426,17081,16044
328,24140,25315,24170,24597,20677,25604,31061,,25724,27359,27186,23426,17081,16645
329,24284,25316,24170,24597,20821,25606,31061,,25724,27359,27473,23426,17081,16645
330,24428,25458,24170,24739,20964,25606,31061,,23250,27359,27760,23426,17080,16044
331,24428,25459,24169,24738,20964,25606,31061,,23250,27359,27760,23426,17080,16044
332,24572,25459,24169,24881,21253,25606,31060,,25724,27359,27760,23426,16936,16044
333,24572,25459,24169,25023,21253,25607,31060,,25724,27359,27616,23426,16936,16645
334,24141,25603,24169,25024,21397,25607,31060,,25724,27359,27615,23426,16936,16645
335,25865,25745,24169,25166,21541,25463,31059,,25724,27359,27615,23426,16936,16044
336,25865,25745,24169,25308,21686,25463,31059,,25724,27359,27615,23426,16936,16044
337,25865,25746,24169,25307,21830,25465,31058,,25724,27359,27614,23426,16936,16044
338,25721,25746,24169,25450,21974,25465,31058,,25724,27359,27757,23282,16936,16044
339,25721,25889,24025,25450,22263,25465,31058,,25724,27359,27613,23282,16936,16645
340,25466,25889,24025,25592,22407,25465,31057,,25724,27503,27613,23282,16936,16044
341,25466,25889,24025,25591,22407,25721,31057,,25724,27503,27613,23282,16936,16044
342,25466,26033,24025,25735,22550,25466,31057,,25724,27503,27613,23282,16936,16044
343,25466,26033,25721,25735,22840,25466,31056,,25724,27503,27469,23282,16936,16044
344,25466,26032,25721,25877,22840,25466,31056,,25724,27503,27469,23282,16936,16043
345,25466,26176,29067,25876,22983,25466,31056,,25724,27324,27469,23282,16935,16043
346,25466,26177,29067,26019,23273,25466,31055,,23105,27324,27325,23282,16935,16043
347,25466,26177,25721,26161,23416,25466,31055,,25724,27324,27325,23282,16935,16043
348,25466,26177,26466,26161,23560,25466,31054,,25724,27180,27325,23282,16935,16043
349,25322,26320,24153,26161,23704,25721,31054,,23105,27180,27181,23281,16935,16043
350,25322,26320,22419,26304,23849,26613,31054,,23105,27179,27181,23281,16935,16043
351,25322,26320,20685,26302,23993,27758,31054,,23105,27179,27181,23424,16935,16643
352,25322,26464,19385,26446,24137,28443,31053,,25724,27179,26894,23424,16935,16643
353,25322,26463,18084,26446,24426,28443,31053,,25724,27034,26894,23424,16935,16643
354,25322,26463,16328,26588,24570,28443,31052,,25870,27034,26894,23424,16934,16643
355,25322,26608,16928,26588,24714,28443,31052,,25870,27034,27037,23424,16934,16643
356,25322,26608,16928,26730,24858,28443,31052,,25870,27033,26893,23424,16934,16643
357,25322,26608,16928,27856,25147,28443,31051,,26160,26889,26893,23424,16934,16643
358,25322,26751,16928,27856,25291,28738,31051,,26160,26889,26893,23280,16934,16643
359,25322,26751,16928,27856,25435,28738,31051,,26160,26888,26749,23280,16934,16643
360,25322,26751,16928,27856,25724,28587,31050,,26306,26888,26606,23280,16934,16643
361,25322,26751,16928,28000,25868,29048,31050,,26306,26888,26606,23280,16934,16643
362,25322,26895,16928,28000,26012,29048,31050,15899,26306,26887,26462,23280,16934,16643
363,25322,26894,16928,28000,26156,29048,31049,15899,26451,26743,26462,23280,16934,16643
364,25322,26894,16928,28000,26445,28587,31049,15899,26451,26743,26462,23280,16934,16643
365,25322,27038,16928,28000,26589,29048,31049,16500,26595,26742,26605,23280,16933,16643
366,25322,27039,16928,28000,26733,28587,31049,15899,26742,26597,26461,23280,16933,16643
367,25322,27181,16928,28144,26877,27437,31048,15899,26741,26597,26318,23279,16933,16643
368,25322,27181,16928,28144,27166,27581,31048,16500,26741,26597,26318,23279,16933,16500
369,25322,27182,16928,28144,27310,27869,31047,16500,27032,26596,26174,23279,16933,16500
370,25322,27182,16928,28144,27454,27869,31047,16500,27032,26596,26174,23279,16933,16500
371,25322,27182,16928,28144,27888,28013,31047,15899,27032,26452,26030,23279,16933,16500
372,25322,27325,16928,28144,28031,28157,31047,15899,27322,26452,26030,23279,16933,16500
373,25322,27325,16928,28289,28175,28445,31046,15899,27322,26451,26030,23279,16932,16500
374,25576,27325,16928,28289,28319,28445,31046,15898,27322,26450,26030,23279,16932,16500
375,25576,27469,16928,28289,28753,27726,31046,15898,27612,26450,25886,23279,16932,16500
376,25576,28447,16328,28289,28897,27870,31045,16498,27612,26306,25886,23279,16932,16500
377,25576,28588,16328,28289,29040,28014,31045,16498,27612,26305,25886,23279,16932,16500
378,25576,28730,16328,28289,29474,28014,31045,16498,27902,26305,25886,23279,16932,16500
379,25576,,16328,28434,29618,28158,31044,16355,27902,26160,25742,23279,16932,16500
380,25576,,17775,28435,29762,28302,31044,16355,27902,26160,25742,23278,16932,16500
381,25576,,19220,28435,30050,28302,31044,16355,28048,26160,25742,23278,16932,16500
382,25576,,20809,28435,30484,28590,31044,16355,28048,26159,25742,23278,16932,16500
383,25576,,22255,28435,30483,28734,31043,16355,28192,26015,25598,23421,16788,16500
384,25576,,23843,28435,30771,28878,31043,16355,28483,26015,25598,23421,16788,16500
385,25576,,25576,28435,31061,28878,31042,16355,28483,26014,25598,23277,16788,16500
386,25576,,25720,28435,31059,28159,31042,16355,28483,26013,25454,23277,16788,16500
387,25576,15754,25863,28435,31057,28303,31042,16355,28629,26013,25454,23277,16788,16500
388,25576,15754,26150,28435,31056,29309,31042,16355,28629,25869,25454,23277,16788,16500
389,25576,17795,26437,28435,31054,29309,31041,16355,28773,25868,25454,23277,16788,16500
390,25576,19526,26724,28435,31053,29309,31041,16355,29064,25868,25310,23277,16788,16500
391,25576,21400,27011,28435,31051,29309,31041,16355,29064,25723,25310,23277,16788,16500
392,25576,23564,27155,27284,29019,29310,28576,16355,29064,25722,25310,23277,16788,16500
393,25576,26160,27442,27284,28731,29310,28579,16355,29211,25722,25310,23277,16787,16500
394,25576,29333,27728,27284,28586,29310,28580,16355,29354,25577,25166,23277,16787,16500
395,25576,29021,28015,28148,28298,29310,28579,16355,29354,25576,25166,23277,16787,16500
396,25576,29021,28302,28148,28152,29310,28579,16355,29645,25576,25166,23277,16787,16500
397,25576,29166,28876,28148,28008,29310,28579,16355,29645,25576,24879,23277,16787,16500
398,25576,29310,28876,28148,27719,28735,28579,16355,29645,25576,24879,23419,16787,16500
399,25576,29310,28876,28436,27575,28304,28579,16355,29936,25576,24879,23419,16787,16500
400,25576,29310,28876,28436,27285,27873,28721,16355,29936,25576,24879,23419,16787,16500
401,25576,29165,28876,28292,27141,27442,28721,16355,29936,25576,24878,23419,16787,16500
402,25576,29165,28876,28292,26852,27012,28721,16355,30371,25576,24878,23419,16787,16500
403,25576,29311,28876,28292,26707,26580,28722,15754,30371,25576,24878,23419,16787,16500
404,25576,29311,28876,28292,26418,26294,28722,17074,27026,25577,24735,23419,16787,16500
405,25576,29311,28876,28292,26274,25863,28722,17939,27026,25577,24591,23275,16787,16500
406,25576,29311,28876,28292,26129,25576,28722,18948,27025,25577,24591,23275,16786,16500
407,25576,29311,28876,28292,25840,25576,28723,19812,27024,25577,24591,23275,16786,16500
