,A07,A10,B25,B02,B22,A15,A08,A09,B05,B07,A02,A04,A14,A27,B17,B10,B14,B13,A03,B06
328,24179,29341,25912,26443,22713,24893,27071,23280,31085,26202,23890,26763,25450,24178,25902,28943,23183,22830,29083,17247
329,24180,29341,26054,26443,22713,24893,27071,23280,31086,26204,24180,26621,25055,24464,25902,27782,23183,22830,29763,17247
330,24322,29341,26056,,22713,24893,27071,23280,30796,26348,24471,26624,25450,24465,26045,24998,23183,22685,29079,16496
331,24323,29478,26056,,22713,24893,27071,23280,30796,26350,24761,26482,24727,24751,26045,24998,23327,22685,28934,16496
332,24323,29332,26198,,22713,24893,27071,24277,30508,26350,25051,26340,23452,24752,26045,28494,23327,22685,29616,16496
333,24465,29332,26198,,22713,24893,27071,24277,30509,26458,25341,26198,25599,24895,26045,29080,23327,22685,28932,17247
334,24465,29332,26343,,22713,24893,27071,24277,30509,26458,25631,26200,25599,25040,26045,29519,23471,22685,29616,17247
335,24610,29332,26485,,22713,24893,27215,23280,30365,26495,25919,26058,25599,26732,26045,29231,23471,22685,28932,16496
336,24752,29332,26485,,22713,24893,27215,23280,26296,26495,26351,25918,25450,26732,26189,27779,23471,22685,28932,16496
337,24752,29332,26485,,22713,24893,27215,23280,26185,26495,26639,25775,25450,26767,26189,27779,23615,22685,28932,16496
338,24752,29332,26628,,22713,24893,27215,24277,26185,26638,27071,25775,25450,26909,26189,27779,23615,22685,28932,16496
339,24895,29332,26628,,22713,24893,27215,24277,26329,26638,27359,25631,25450,26909,26189,27779,23615,22685,28932,17247
340,24895,29332,26773,,22713,24893,27215,23280,26329,26782,27791,25487,25055,26907,26189,27779,23615,22541,29616,16496
341,25040,29332,26915,,22713,24893,27215,23992,26440,26780,28079,25602,25055,27052,26189,27779,23759,22541,29616,16496
342,25181,29332,26916,16793,22713,24893,27215,23280,26473,26924,28511,25343,25055,27050,26333,27778,23759,22541,29616,16496
343,25183,29048,26916,16653,22713,24893,27910,23992,26618,26924,29208,25343,25055,27194,26333,27922,23759,22541,29616,16496
344,25183,29332,27058,16793,22713,24893,27910,25138,26762,27067,29208,25343,25197,27192,26333,27779,23903,22541,29616,16496
345,25325,29332,27058,16793,22713,24893,27769,25141,26873,27067,31099,25343,25197,27192,26331,27921,23903,22540,29616,16496
346,25325,29332,27203,16793,22713,24893,27768,25141,26873,27067,31099,25343,25195,27335,26331,25435,23903,22540,28932,16496
347,25469,29048,27201,16793,22713,24893,27768,25141,26873,27209,29208,25343,25195,27335,26475,27921,23903,22540,28932,16496
348,25468,29048,27346,16793,22713,24893,27768,25141,26879,27353,29375,25343,25193,27477,26475,27921,24047,22396,29616,16496
349,25612,29048,27346,24009,22713,24893,27768,25138,26915,27353,26922,25602,25193,27477,26475,25435,24047,22396,28787,16496
350,25613,29048,28462,24009,22713,24893,27768,25138,27059,27353,24464,26638,25191,27476,26475,25435,24047,22396,28644,16496
351,25613,29048,28462,24009,22713,25751,27768,25138,27203,27495,22296,27923,25191,27620,26475,25435,24191,22396,28498,17247
352,25755,29048,28462,24009,22713,25179,27768,25138,27203,27495,20561,28600,25189,27618,26475,25435,24191,22396,28211,17247
353,25755,29332,27592,24009,22713,25751,27768,23425,27347,27639,18972,28600,25333,27618,26475,25435,24191,22396,28066,17247
354,25899,28649,28462,24009,22856,25751,27765,23992,27347,27637,16777,28600,25331,27761,26619,25435,24191,22396,27779,17247
355,25898,28649,28928,24009,22999,25751,27765,23992,27491,27781,17525,28600,25331,27585,26619,27774,24335,22396,27634,17247
356,26042,28646,28462,24009,23142,25751,27766,23425,27491,27781,17525,28600,25329,27585,26619,27774,24335,22397,27491,17247
357,26043,28791,28760,16793,23285,25751,27765,24277,27635,27779,17380,28916,25329,27585,26619,27774,24335,22397,27346,17247
358,26185,28789,28610,16793,23572,25751,27618,24277,27635,27923,17380,28916,25327,27585,26619,27774,24479,22397,27058,17247
359,26186,28789,28760,16793,23718,25751,27618,23992,27779,27923,17380,28916,25327,27728,26728,27774,24479,22397,26913,17247
360,26186,28932,28608,16793,24008,25751,27618,23992,27923,28066,17234,28745,25326,27864,26757,27774,24479,22397,26770,17247
361,26329,28932,28910,16793,23289,25751,27618,23992,27923,28066,17234,26736,25326,27864,26865,27774,24623,22251,26481,17247
362,26329,29075,29375,16653,22713,25751,27618,23992,28067,28210,17234,26195,25324,28006,16496,27774,24623,22251,26338,17247
363,26329,29075,29375,16653,23571,25751,27618,23992,28067,28210,17233,27058,25324,27429,16496,27008,24623,22252,26193,17247
364,26471,29217,28910,16653,23571,25751,27618,23992,27888,28208,17089,28893,25322,27429,16496,27627,24623,22252,25905,17247
365,26615,29217,28910,16653,23571,25751,27616,23992,28212,28352,17087,28913,25322,27429,27151,27627,24767,22252,27024,17247
366,26616,29215,28910,16793,23571,25751,27616,24132,28212,28352,17087,28154,25720,27430,16496,27627,24767,22252,27024,17247
367,26614,29359,27889,16653,23571,25751,27472,24132,28356,28350,16944,27148,25722,26567,16496,27483,24767,22252,27024,17247
368,26759,29358,27889,16793,23861,25751,27616,25138,28356,28494,16942,27436,25724,27430,27297,27627,24911,22252,25763,17104
369,26759,29358,27889,16793,23861,25751,27329,25138,28500,28494,16942,26573,25724,27143,27297,27627,24911,22252,25764,17104
370,26902,29501,29053,16793,23861,25607,27329,25138,28500,28637,16942,25998,25726,26567,27297,27627,24911,22252,25765,17104
371,26902,29501,29049,16793,23861,25753,27616,25138,28500,28637,16797,26142,25727,27718,16496,27627,24911,22252,25767,17104
372,26902,29643,29663,16933,23861,25753,27325,25138,28176,28637,16797,25423,25727,27430,16496,27627,25055,22252,25626,17104
373,27046,29644,29661,16933,23861,25608,27329,25138,27202,28779,16797,25711,25727,26998,16496,27627,25055,22252,25771,17102
374,27045,29642,29659,16933,23861,25608,27325,24738,27201,28779,16652,25136,25727,28005,16496,27337,25055,22252,25629,17102
375,27045,29642,29659,16933,23861,25608,27329,24883,27199,28779,16652,24417,25727,28149,16496,27337,25199,22252,25774,17102
376,27190,29785,29657,16793,23861,25608,27616,25029,27199,28456,16048,24705,25727,27429,26578,27337,25199,22107,25775,17102
377,27188,29785,29655,16793,23861,25608,27616,25031,27196,28456,16048,25136,25727,28292,26578,27337,25199,22107,25775,17102
378,27332,30327,29655,16793,23860,25608,27185,25176,27194,28456,16048,25136,25727,28436,26723,27627,25199,22107,25919,17102
379,27333,30327,29653,16933,23860,25608,27185,25322,27194,28456,16048,25136,25578,28579,26723,27627,25343,22107,25919,17102
380,27475,30327,29651,16933,23860,25608,27616,25468,27336,28456,17493,24735,25727,27429,26723,27627,25343,22107,27041,17102
381,27476,30327,29649,16793,23860,25608,27616,25470,27335,,19080,25136,25578,28437,26723,27192,25343,22107,27180,17102
382,27476,30327,29649,16793,23860,25608,27616,25616,27335,,20525,25741,25578,28438,26723,27192,25343,22107,27463,17102
383,27618,30327,29647,16793,23860,25608,26893,25762,27333,,22112,26889,25578,28295,26723,27627,25487,22107,27600,17102
384,27619,30327,29645,16793,23860,25608,26893,25908,27331,16057,23844,28039,25578,27864,27010,27192,25487,22107,28025,17102
385,27619,30327,29645,16793,23860,25319,26893,26054,27331,16057,25720,28584,25578,27577,27010,27192,25487,22107,28448,17102
386,27762,30327,29644,16793,23860,25319,26893,26200,27329,16057,25864,29459,25578,27290,27010,27192,25487,22107,28448,17102
387,27762,30321,29642,16793,23860,25319,26892,26346,27471,16057,26151,29459,25578,27147,27010,27192,25631,22107,28448,17102
388,27762,30321,29642,16793,23860,25319,27035,26492,27471,16057,26438,29459,25578,26860,,27192,25631,22107,28448,17102
389,27905,30321,29640,16793,23860,25319,26891,26638,27470,18246,26439,29459,25578,27868,,27192,25631,22107,28448,17102
390,27905,30321,29639,16793,23860,25319,26891,26746,27469,20118,26870,29459,25578,27581,,27192,25775,22107,28448,17102
391,27905,30321,29637,16793,23860,25319,26747,26888,28445,22136,27157,29459,25578,27438,,27192,25775,21962,28448,17102
392,28882,30321,29637,16793,23860,25319,26746,27031,28304,24297,27301,29459,25578,27295,,27043,25775,21962,28448,17102
393,28738,30321,29635,16793,23860,25319,26746,27318,28304,26893,27589,29459,25578,27152,,27043,25775,21962,28448,17102
394,28738,30321,29634,16793,23860,25319,26746,27461,28740,29775,28019,29457,25578,27153,,27043,25919,21962,28448,17102
395,28738,30321,29634,16793,23860,25319,26744,27748,28304,29171,28020,29171,25578,27010,,27041,25919,21962,28449,16956
396,28739,30321,29632,16793,23860,25319,26891,27890,28304,29171,28451,29171,25578,26867,,27041,25919,21962,26600,16956
397,28739,30321,29631,16793,24150,25319,26744,28177,28304,29171,28882,29171,25578,26868,,27041,26063,21962,28730,16956
398,28596,30321,29023,16793,24150,25319,26744,28464,28304,29171,28733,29316,25578,26725,,27041,26063,21962,28730,16956
399,28596,30321,29025,16793,24150,25319,26744,28750,28304,29171,28583,29316,25578,26151,,27041,26063,21962,28729,16956
400,28597,30321,29170,16793,24150,25465,26458,28893,28304,29171,28432,29316,25578,26583,,27041,26063,21962,28730,16956
401,28597,30321,29317,16793,23861,24884,26315,29179,28304,29176,28435,29316,25578,26009,,27041,26207,21962,28730,16956
402,28597,30321,29317,16793,23859,24884,26315,29609,28304,29318,28581,29603,25578,27159,,27041,26207,21962,28738,16956
403,28454,30321,29317,16793,23569,24884,26310,29896,28304,29318,27864,29603,25578,27159,16065,27041,26207,21962,28738,16956
404,28454,30177,29173,23713,23424,24886,26310,29753,28304,29318,28298,29603,25578,27442,18976,27041,26207,21962,28738,16956
405,28455,30178,29173,16933,23277,24886,26310,29753,28304,29318,28588,29603,25578,27582,21424,27041,26351,21962,28738,16956
406,28455,30179,29173,16933,23277,24596,26310,29753,28304,29318,28015,29603,25578,27582,24307,27041,26351,21817,28738,16956
407,28311,30179,29030,16793,23277,24596,26165,29753,28304,29318,28305,25721,25578,27582,27476,27041,26351,21817,28738,16956
408,28311,30180,29029,16793,23277,24596,26168,29753,28739,29318,28451,25721,25578,27582,27591,27041,26495,21817,28738,16956
409,28312,30037,29029,16793,23277,24596,26168,29608,28739,29605,29315,25721,25578,27582,27737,27041,26495,21817,28738,16956
410,28313,30038,28886,16793,23277,24596,26168,29608,28739,29605,29315,25721,25578,27582,27879,27041,26495,21817,28738,16956
411,31072,30038,28886,16793,23277,24596,26310,29608,28739,29605,29315,25578,25578,27446,27879,27041,26495,21817,28738,16956
412,31072,30039,28885,16793,23277,24596,26025,29608,28739,29605,29315,25578,25578,26181,27879,27041,26639,21817,28022,16956
413,31072,30039,28885,16793,23277,24596,26025,29465,28739,29605,29315,26583,25578,26181,27879,27041,26639,21673,27594,16956
414,31072,30040,28885,16793,23277,24596,26025,29464,28739,29605,29315,27733,25578,26181,27879,26893,26639,21673,27022,16956
415,31072,29898,28885,16793,23277,24596,26025,29464,28739,29605,29315,29171,25578,26181,27879,26893,26783,21673,26593,16956
416,31072,29898,28885,16793,23277,24596,26025,29464,28739,29605,29315,29171,25578,27446,27879,26893,26783,21673,26164,16956
417,31072,29898,28885,16793,23277,24596,26023,29464,28739,29605,29315,29455,25578,27733,27879,26893,26783,21674,25880,16954
418,31072,29899,28885,16793,23277,24596,26310,29321,28739,29605,29315,29455,25578,27733,27879,26893,26783,21674,25880,16954
419,31072,29900,28885,16793,23276,24453,25880,29321,28739,29605,29315,29455,25578,27733,27879,26893,26783,21674,25880,16810
420,31072,29900,28884,16793,23276,24453,25880,29320,28881,29605,29315,29455,25578,27733,27879,26893,26927,21674,25880,16810
421,31072,29901,28884,16793,23420,24453,26310,29320,28881,29605,29315,29171,25578,27733,27879,26893,26927,21528,25880,16810
422,31072,29758,28884,16793,23420,24453,26310,29176,28738,29896,28884,29171,25578,26614,27879,26893,26927,21528,25880,16810
423,31072,29758,28884,16793,23565,24453,26165,29177,28737,29605,28884,29171,25578,26614,27879,26893,27071,21528,25735,16810
424,31072,29759,29027,16793,23565,24453,26165,29177,28737,29605,28884,16633,25578,26758,27049,26893,27071,21528,25735,16810
425,31072,29760,29027,16793,23565,24453,26020,29176,28737,29896,28884,25584,25578,27879,27482,26893,27071,21529,25735,16810
426,31072,29760,29027,16793,23565,24453,26020,29032,28735,29896,28884,16633,29795,26759,28745,26889,27071,21529,25735,16810
427,28313,29616,29030,16793,23419,24453,25875,29033,28592,29896,28884,29455,29795,26761,28745,26889,27215,21529,25735,16810
428,31077,29617,29027,16793,23419,24453,25874,29033,28591,29896,28884,29455,29795,26619,27879,26889,27215,21529,25734,16810
429,31083,29618,29027,16648,23419,24453,25874,29033,28591,29896,28739,29455,29795,26619,27879,26889,27215,21529,25734,16810
430,30943,29618,29027,16648,23419,24453,25590,29033,28591,29896,28738,29455,29795,26621,27737,27030,27215,21529,25734,16810
431,30512,29619,29030,16648,23419,24453,25441,28889,28590,29896,28738,25578,29795,27741,27591,27030,27359,21529,25734,16810
432,29936,29619,28885,16648,23419,24453,25441,28889,28590,29896,28737,25578,29795,27882,27595,27030,27359,21529,25734,16810
433,29652,29620,28742,16648,23419,24453,25441,28889,28446,29896,28592,25578,29795,27882,27591,27030,27359,21529,25734,16810
434,29076,29620,28455,16648,23419,24453,25296,28889,28446,29896,28591,25578,29795,27883,27591,27030,27359,21529,25734,16810
435,28645,29477,28456,16648,23419,24453,25296,28889,28446,29896,28590,29171,25578,27883,27311,27030,27503,21529,25734,16810
436,28360,29478,28456,16648,23419,24018,25296,28744,28444,29896,28589,29171,25578,27883,27591,27030,27503,21384,25734,16810
437,27785,29478,28458,16648,23419,24018,25296,28744,28299,29896,28330,29171,25578,27741,27591,27030,27503,21384,25734,16810
438,27209,29479,28459,16648,22705,24018,25296,28744,28299,29896,28330,25720,25578,27882,27591,27030,27503,21384,25734,16810
439,24152,29479,28460,16648,22705,24309,25296,28744,27301,29896,28609,29457,25578,27741,27591,27030,27647,21384,25733,16809
440,24582,29480,28461,16648,22705,24309,25296,28601,27166,29896,28609,29459,25578,27741,27591,27030,27647,21384,25733,16809
441,24869,29480,28606,16648,22705,24309,25296,28601,26744,29753,28609,28169,25578,27741,27311,27030,27647,21384,25733,16809
442,25299,29336,28607,16648,22705,24309,25296,28600,27757,29753,28330,26877,25578,27741,27591,27030,27791,21384,25733,16809
443,25729,29481,28609,16648,22705,23874,25438,28600,28176,29753,28609,25586,29506,27741,27591,27167,27791,21384,25733,16809
444,26160,29338,28609,16648,22705,23874,25438,28456,28176,29753,28612,24438,25578,27741,16057,24416,27791,21384,25733,16809
445,26733,29338,28611,16648,22705,23730,25438,28457,27757,29753,27641,25578,29361,27741,16057,27327,27791,21384,25733,16809
446,27164,29339,28611,16648,22705,23730,25151,28457,28176,29753,27638,25578,29921,27741,16057,24416,27935,21384,25733,16809
447,27738,29339,28613,16648,22705,23730,24865,28456,27757,29753,27636,25578,29361,27741,27166,24416,27935,21384,25733,16809
448,28741,29339,28613,16648,22705,23730,24578,28312,27757,29753,27636,25578,29361,27741,16057,27167,27935,21384,25733,16809
449,28741,29340,28758,16649,22705,23156,24292,28313,27757,29753,27634,,29361,27741,27160,24416,27935,21384,25733,16809
450,27592,29340,28760,16650,22705,23014,24149,28313,27757,29753,27631,,29361,27741,28170,27167,28079,21384,25732,16809
451,28741,29341,28760,16651,22705,23014,24149,28313,27757,29753,27631,,29217,27882,16057,24416,28079,21384,25732,16809
452,28741,29341,28771,16652,22705,23014,24149,28313,27757,29753,27629,,29361,27741,28170,24416,28079,21239,25732,16809
453,28741,29341,27325,16653,22704,23014,24149,28169,27757,29753,27627,24993,29361,27882,27018,24416,28079,21239,25732,16665
454,28741,29341,27325,16654,22847,23014,24149,28169,27757,29753,27627,24993,29361,27882,28170,27167,28223,21239,25732,16665
455,28741,28655,28768,16655,22847,23014,24291,28169,27757,29609,27625,24994,29361,27741,28170,27167,28223,21239,25732,16665
456,28741,28655,27463,16656,22847,23014,24291,28169,27757,29609,27623,24994,29361,27741,27018,27167,28223,21239,25732,16665
457,28741,28655,27463,16657,22846,23014,24291,28169,27757,29609,27623,24450,29361,27741,27018,27167,28223,21239,25732,16665
458,28741,28655,27325,16658,22846,23014,24434,28024,27757,29609,27621,24450,29361,27741,27018,27167,28367,21239,25732,16665
459,28741,28655,27325,16659,22846,23156,24434,28024,27757,29609,27619,24450,29361,28602,26451,27167,28367,21239,25732,16665
460,28741,28655,27459,16803,22846,23156,24434,28024,28176,29609,27619,24450,29361,28602,26451,27167,28367,21239,25732,16665
461,28741,28655,27179,16804,22989,23156,24434,27880,27757,29610,27617,24450,29361,27741,26451,27167,28367,21239,25731,16058
462,28741,28655,27179,16805,22989,23014,24577,27881,27757,29610,28593,24594,29361,27741,26451,27167,28511,21239,25731,16058
463,27591,28655,27463,16806,22989,23014,24577,27881,27757,29610,28612,24594,29361,28602,26451,27167,28511,21095,25731,16058
464,27590,29341,27179,16807,22988,23014,24577,27880,28176,29610,28612,24594,29361,28602,26451,27167,28511,21095,25731,16058
465,27589,29341,27179,16807,22988,23014,24720,27736,27757,29610,28612,24592,29361,28462,26451,27167,28511,21095,25731,16065
466,27588,29201,27179,16807,22988,23014,24720,27737,27757,29610,28612,24592,29361,28462,27883,27167,28655,21095,25731,16065
467,28161,28511,27179,16807,23131,23014,24720,27737,27757,29610,28593,24592,29361,28462,26451,27167,28655,21094,25731,16058
468,27300,28367,27179,16807,23131,23014,24863,27737,27757,29467,28593,24592,29217,28462,26451,27167,28928,21094,25731,16065
469,27013,28223,27179,16807,23131,23014,24863,27736,27757,29467,28612,24592,29217,28462,26451,27167,28927,21094,25731,16058
470,27445,28078,27179,16807,23131,23156,24863,27593,27757,29467,27641,24592,29217,28462,26451,26878,28927,21094,25731,16058
471,27302,28076,27459,16807,23131,23014,24863,27593,26783,29467,27641,24592,29217,28462,26451,26734,28783,20950,25731,16058
472,27159,27928,28179,16807,23131,23014,25006,27593,26783,29467,27641,24592,29072,28462,26451,26590,28783,20950,25730,16058
473,27447,27926,28648,16807,23130,23156,25006,27593,27757,29467,28612,25136,29072,27314,26451,26301,28783,20950,25730,16065
474,27448,27923,28648,16807,23130,23156,25006,27593,27889,29467,28737,25136,29071,27314,26451,26157,28782,20950,25730,16058
475,27305,27776,28179,16807,23130,23014,25149,27448,27889,29467,28612,25136,29071,27314,26451,26012,28782,20951,25730,16058
476,27593,27774,28648,16807,23130,23014,25149,27448,26773,29467,28612,25136,29071,27314,26451,25724,28782,20951,25730,16058
477,27450,27771,28179,16807,23130,23013,25149,27448,26773,29467,28737,25136,29071,27314,26451,25579,28782,20951,25730,16058
478,27307,28600,28179,16807,23130,23156,25148,27304,26773,29467,28737,25136,29071,27314,26451,25435,28782,20951,25730,16058
479,27164,27595,28179,21397,23130,23156,25148,27305,27889,29467,28737,24592,29071,27314,26451,28782,28782,20951,25730,16058
480,27452,27595,28038,21397,23130,23013,25148,27304,27889,29467,28737,24594,29071,27314,26451,28782,28782,20951,25730,16058
481,28314,27595,28362,16807,23130,23013,25148,27304,27889,29467,28737,24595,28637,27314,26451,28782,28781,20951,25730,16058
482,27453,27595,28215,16807,23130,23013,25291,27161,27889,29323,28737,24454,28637,27314,27883,28782,28781,20805,25730,16065
483,27453,27595,28069,16807,23130,23014,25291,27161,27889,29468,28612,24312,28925,26198,26451,28782,28637,20806,25729,16058
484,27166,27595,28066,17564,23130,23156,25291,27161,27889,29468,28612,24313,28925,26198,24903,25435,28637,20806,25729,16065
485,27166,28600,27920,17561,23130,23014,25577,27161,27889,29468,28612,24315,28637,26343,24903,29357,28636,20806,25729,16058
486,27166,27738,27774,17561,22986,23014,25577,27016,27889,29468,28612,24174,28494,26630,24903,29933,28636,20806,25729,16058
487,27166,27450,27772,17558,22986,23014,25577,27017,27889,29468,28612,24032,28494,26631,24903,30362,28636,20806,25729,16065
488,27166,27449,27448,17414,22986,23014,25577,27017,27889,29468,28612,24034,28494,26776,26451,30937,28636,20806,25729,16058
489,27310,27161,27448,17412,22986,23014,25720,27017,27889,29468,28737,23891,28494,28035,26451,27445,28636,20806,25729,16065
490,27310,27160,27449,17412,22986,23014,25720,27017,27889,29468,28737,24435,28491,28032,25045,27445,28635,20806,25729,16058
491,27310,27303,27450,17409,22986,23014,25720,26872,27889,29324,28737,24292,28491,28032,25043,27445,28635,20806,25729,16065
492,27454,26871,27451,17409,22986,23156,25863,26872,27889,29036,28737,24149,28491,28032,25040,27445,28635,20806,25729,16065
493,27454,27014,27451,17263,22986,23156,25863,26872,27889,28892,28737,24437,28491,28356,25181,27589,28635,20806,25729,16058
494,27454,27013,27453,17263,22986,23014,25863,26728,27889,28748,28737,24437,27016,28356,25180,27877,28491,20806,25728,16058
495,27023,27730,27453,17260,22986,23156,26149,26729,27889,28604,28737,24579,27016,28032,25178,27445,28634,20806,25728,16065
496,27023,27730,27454,17260,22986,23156,26149,26729,27744,28460,28737,24722,27016,28032,25318,27445,28490,20806,25728,16065
497,27167,27730,27455,17114,22986,23014,26149,26728,27744,28316,28737,24865,28491,28032,25316,27445,28490,20661,25728,16058
498,27167,27730,27455,17114,22986,23014,26149,26584,27744,28171,28737,24864,28348,27169,25314,27445,28490,20661,25728,16065
499,27167,27730,27601,17112,22986,23013,26148,26585,27744,27883,28737,24864,28347,25908,25456,27877,28490,20661,25728,16058
500,27311,27730,26313,17112,22986,23156,26148,26585,27744,27740,28019,25007,27016,27169,25454,27877,28490,20661,25727,16058
501,27311,27731,26313,16357,22986,23156,26148,26585,27744,27596,28019,25150,28347,26048,25452,27877,28489,20661,25727,16058
502,28172,27874,26313,16357,22986,23014,26434,26440,27866,27451,28019,25292,28347,26188,25593,27877,28489,20661,25727,16065
503,28171,27874,24903,16357,22986,23014,26434,26441,27866,27307,28019,25435,28347,26470,25591,27877,28489,20661,25727,16065
504,27883,27874,25037,16357,22842,24018,26434,26441,27866,27163,28019,25578,28347,26467,25590,27445,28489,20661,25727,16065
505,27883,27874,25174,16357,22842,23156,26720,26441,27866,26875,28019,25578,27016,27872,25588,27877,28489,20661,25727,16058
506,27883,27875,26720,16357,22842,23584,25715,26441,27866,26731,28019,25578,27016,27872,25730,25435,28489,20661,25727,16058
507,27883,27875,26720,16357,22842,24018,25572,26441,27866,26587,28019,25722,28347,27728,25729,27299,28489,20661,26300,16065
508,27883,27874,26720,16357,22842,24018,25285,26296,27866,26443,28019,25722,28203,27728,27139,25435,28489,20661,26873,16065
509,27883,28018,26002,23412,22842,23014,25142,26296,27294,26443,28019,25722,28347,27728,27139,25435,28489,20661,27735,16065
510,27883,28019,26720,16357,22842,23014,24999,26153,28590,25037,28737,25865,28203,27873,27139,25435,28489,20661,28452,16065
511,27883,28019,26720,16357,22842,23874,24856,26153,28590,25183,28737,25865,28203,27729,26998,25435,28489,20661,29455,16058
512,27883,28019,25427,16357,22842,23874,24713,26153,28445,25469,28735,26010,28203,27729,26856,25435,28489,20516,25727,16058
513,27883,28163,25715,16357,22842,23874,24570,26152,28445,25470,28735,26010,28203,27730,25563,29214,28489,20516,25727,16065
514,27883,28163,26147,16357,22842,23874,25720,26009,28445,25758,28735,26010,28203,27730,25709,29642,28489,20516,25727,16058
515,27883,28164,26435,16357,22842,23874,25720,26009,28445,25903,29455,26154,28203,27874,26143,29927,28489,20516,25727,16058
516,27883,28164,27441,16357,22842,23874,25720,26009,28445,26047,28735,26153,28203,27874,25426,30212,28489,20516,25727,16058
517,27883,28164,27441,23412,22985,23874,25720,26009,28159,26190,28735,26298,28203,27874,24997,30497,28489,20372,25726,
518,27883,28164,27441,16357,22985,23874,25720,26009,28159,26336,28735,26298,28203,27874,25143,27006,28489,20372,25726,
519,27883,28307,27441,16357,23129,23874,25720,25864,28159,26622,28735,26442,28203,27874,24858,27006,28489,20372,25726,
520,27883,28308,27441,16357,23272,23874,25863,25864,28018,26623,28735,26442,28203,27433,24573,25435,28489,20372,25726,
521,27883,28308,27441,16357,23416,23874,25720,25720,28159,26768,28017,26442,28201,27433,25868,29211,,20372,25726,
522,27883,28308,27441,16357,23416,23874,25720,25721,28159,27056,28735,26585,26725,27288,15912,29495,,20372,25726,
523,27883,28308,27441,16357,23559,23874,25720,25721,28445,27200,28734,26585,26725,27288,17669,29633,,20372,25726,
524,27883,28452,27441,16357,23703,23874,25719,25720,28445,27344,28160,26730,26725,27288,18966,30062,,20372,25726,
525,26591,28452,27441,16357,23847,28456,25719,25720,28445,27489,28592,26730,26725,27288,20407,30491,,20373,25725,
526,27883,28452,27441,16357,23847,23874,25719,25575,28445,28606,28305,26874,28059,27288,21849,27001,,20373,25725,
527,26591,28452,27441,16357,23847,23874,25863,25575,28015,28606,29455,26874,26725,27288,23578,25435,,20227,25725,
528,27883,28452,27297,16357,23847,23874,25863,25574,28015,28606,29455,26873,28059,27288,25308,27001,,20227,25869,
529,26591,28452,27298,16357,23847,23874,25860,25573,28015,28606,29455,27018,28059,27288,27327,27001,,20227,25869,
530,26735,28452,27298,16357,23847,23874,25860,25573,28015,28606,29452,27018,28059,27288,26291,27001,15897,20227,25869,
531,26448,28452,27298,16357,23847,23874,25860,25573,28015,28606,29455,27162,28054,27288,24738,27001,15897,20227,25869,
532,27309,28306,27298,16357,23847,23874,26441,25427,28015,28606,29452,27162,26725,27288,24738,27001,28054,20227,25869,
533,26017,28305,27298,16357,23847,23874,25860,25427,28015,28606,29455,27306,26725,27144,26291,27001,28054,20227,25868,
534,27309,28304,27298,16357,23847,23874,25860,25426,28015,28606,29455,27303,26725,27144,26291,27001,28054,20227,25868,
535,27309,28304,27298,16357,23847,23874,25860,25425,28015,28606,29455,27303,26725,27144,26291,27001,28054,20227,25868,
536,27309,28304,27153,16357,23847,23874,25860,25425,28015,27307,29455,27303,26725,27144,26291,27001,27913,20227,25868,
537,27309,28304,27153,16357,23847,23874,25860,25280,28015,28606,29455,27303,26725,27144,26291,27001,27913,20227,25867,
538,27309,28304,27153,16357,23847,23874,25860,25279,28015,28606,29455,27303,26725,27144,26291,27001,27913,20227,25867,
539,26017,28304,27153,16357,23847,23874,26004,25278,28015,28606,29455,27303,26725,27144,26291,27001,27911,20227,25867,
540,26017,28304,27010,16357,23847,23874,26148,25278,28015,27307,29455,27303,26725,27144,26291,27001,27910,20227,25867,
541,26017,28304,27010,16357,23847,23874,26292,25133,28015,27307,29455,27303,26725,27144,26291,27001,27910,20227,25867,
542,26017,28304,27010,16357,23847,23874,26436,25132,28015,27307,29455,27303,26725,27000,26291,27001,27910,20227,25867,
543,26017,28304,27010,16357,23847,23874,26436,25132,28015,27297,29455,27303,26725,27000,24879,27001,27910,20082,26011,
544,27309,28304,27009,16357,23847,23874,25860,25131,27871,27307,29455,27303,26725,27000,25163,27001,27910,20082,26011,
545,27309,28304,26720,23700,23847,23874,25860,25130,27871,28606,29455,27303,26725,27000,25304,27001,27910,20082,26010,
546,27309,28304,27009,23700,23847,23874,26436,24438,27871,28314,29455,27303,26725,27000,25446,27579,27910,20082,26010,
547,27309,28304,27009,24137,23847,23874,26436,24150,27580,28606,29455,27303,26725,27000,25443,27290,27768,20082,26010,
548,27309,28304,27009,16357,23847,23874,26436,23862,27289,28606,29455,27303,26725,27000,25728,27001,27768,19938,26010,
549,27309,28304,27009,16073,23847,23874,26436,24264,25995,28606,29455,27303,26725,27000,25726,26853,27768,19938,26010,
550,27309,28304,26866,16073,23847,23874,25860,24264,26283,28461,29156,27303,26573,27000,25868,26853,27768,19938,26010,
551,27309,28304,26866,16073,23847,23874,25860,22422,26283,28461,29455,27301,26573,27001,26009,27579,27768,19938,26010,
552,27309,28304,26721,16073,23847,23730,25860,22712,26571,28461,29455,27299,26573,27001,27421,27436,27768,19939,26010,
553,27309,28163,26721,16074,23847,23730,25860,23001,26571,28461,29454,27441,27908,27001,27571,27436,27768,19939,26009,
554,27309,28448,26720,16072,23847,,25860,23290,26859,28461,29454,27442,27908,27001,27421,27435,27768,19939,26009,
