,A07,A10,B25,B02,B22,A15,A08,A09,B05,B07,A02,A04,A14,A27,B17,B10,B14,B13,A03,B06
0,18240,22425,18094,18974,19703,20423,25592,,,,29753,26013,,27732,25416,,,24289,27448,16633
1,18095,22425,18379,18974,19703,20423,25592,,,20535,29753,26013,,27732,25416,,,24725,26585,16633
2,17949,22426,18379,18974,19703,20423,25592,,,20535,29753,26013,,27732,25416,23128,,24725,26446,16633
3,17805,22426,18379,18974,19703,20423,25592,,,24716,29753,26013,,27730,25416,23128,,24725,24898,16633
4,17659,22426,18379,18974,19703,20423,24729,,,20535,29753,26013,,27731,24291,22155,,24725,24898,16633
5,17514,22426,18379,18974,19703,20423,24729,18243,,20535,29753,26013,,27732,24291,22159,,24725,24898,16633
6,17369,22426,18379,21128,19703,20423,24729,18243,,22727,29753,26013,,27732,22167,23136,,24725,24898,16633
7,17224,22569,18379,19116,19703,20423,24729,18243,,23015,29753,26013,,27732,24291,24472,,24725,26446,16633
8,17222,22713,18379,19116,19703,20423,24729,18243,21128,23593,29753,26153,,27732,24291,27032,,24433,26446,16633
9,16934,22713,18379,19116,19703,20423,24729,18243,18521,23880,29753,26153,,27732,24291,29371,,24433,26446,16926
10,16932,22713,18379,19116,19703,20423,24729,18386,18521,24312,27882,26153,,27732,24146,28072,,24433,26446,16926
11,16787,22713,18523,19116,19703,20423,24729,18385,18664,22408,26010,26153,,27732,24146,26918,,24433,26446,16926
12,16498,22713,18523,19116,19703,20423,24729,18529,18663,22408,23849,26153,,27732,24146,23281,,24869,26591,16926
13,16496,22857,18523,19116,19703,20423,24729,18528,18807,22408,23993,26153,,27732,24146,23281,,24869,26591,16926
14,17247,22857,18667,19116,19703,20423,24873,18671,18806,22694,24282,26153,,27732,24146,22271,,24869,26591,16926
15,17247,22857,18667,19116,19703,20423,24874,18814,18949,22694,24570,26153,,27732,24146,23424,,24869,26591,16926
16,17247,23001,18667,19116,19703,20423,24876,18814,19093,22694,24858,26153,,27732,24146,22271,,24869,26591,16926
17,17247,23001,18811,19116,19703,20423,25164,18957,19093,22406,25146,26153,,27732,24146,22271,,24869,26591,16926
18,16496,23001,18811,19116,19843,20423,25022,18956,19236,21976,25435,26153,,27732,24146,23424,,24869,26591,16926
19,18114,23001,18811,19116,19843,20423,25023,19099,19379,21690,25866,27164,,27732,24146,23424,,24869,26591,16926
20,19126,23144,18955,19116,19843,20423,25025,19243,19378,21690,26011,26153,,27732,24146,23424,,24869,26591,17820
21,20284,23144,18955,19116,19843,20423,25169,19103,19522,21690,26443,26153,,27732,24146,22595,,24869,26591,16926
22,21442,23144,18955,19116,19843,20423,25314,19103,19665,21690,26588,26153,,27732,24146,22595,,24869,26591,16926
23,22598,23287,18955,19116,19843,20423,25172,19103,19664,21690,27163,26153,,27732,24146,22739,,24869,26591,16926
24,24189,23287,18955,19116,19843,20423,25173,19103,19808,23265,27308,26153,,27732,24146,22740,,24869,26591,16926
25,25487,23430,18955,19116,19843,20423,25461,19103,19951,23265,27740,26153,,27732,24146,22742,,24869,26591,16926
26,24740,23430,18955,19116,19843,20423,25319,19103,19950,23265,28029,27164,,27299,24146,22742,,24869,26591,16926
27,,23574,18955,19116,19843,20423,25320,19103,20237,23265,28604,27164,,27732,24146,22886,,24869,26591,16926
28,,23574,19098,19116,19843,20423,25465,19103,20237,19243,28604,27164,,27299,24146,22886,,24869,26591,16926
29,,23574,19098,19116,19843,20423,24911,19103,20380,20967,28604,26153,,27440,24146,23715,,24869,26591,16926
30,,23574,19098,19116,19843,20423,24479,19103,20523,23265,28604,27164,,27299,24146,23715,,24869,26591,16926
31,,23717,19241,19116,19843,20423,24180,19103,20666,23265,28604,27164,,27299,24146,23715,,24725,26591,16926
32,,23717,19241,19116,19843,20423,24180,19103,20666,23265,28604,27164,,27440,24146,22994,,24723,26591,17820
33,,24004,19241,19116,19843,20423,24180,19103,20807,23265,28604,27164,,27440,25583,22994,,24723,26591,17820
34,,23719,19385,19116,19843,20423,24180,19103,21092,23265,28604,26153,,27440,25581,23715,,24723,26591,16926
35,,23719,19385,19116,19843,20423,24180,19103,20949,23265,28604,26153,,27440,24146,23715,,24723,26591,16926
36,,23719,19385,19116,19843,20423,24180,19247,20808,23265,28604,26153,,27440,24146,23715,,24578,26591,16926
37,,23719,19385,19116,19843,20423,23759,19247,20666,22991,28604,26153,,27440,24146,23715,,24577,26591,16926
38,,23719,19385,19116,19843,20423,24180,19247,20525,22407,28604,26153,,27440,24146,23715,,24577,26591,16926
39,,23862,19385,19116,19843,20423,24180,19247,20383,22407,28604,26153,,27440,25581,23586,,24432,26591,16926
40,,24005,19669,19116,19843,20423,23759,19390,20241,22991,28604,26153,23017,27440,25581,23586,,24432,26591,16926
41,,24148,19955,19116,19843,20423,23759,19390,20099,22991,28604,26153,21743,27440,24146,23039,,24432,26591,17820
42,,24291,19955,19116,19843,20423,23759,19390,19958,22991,24425,26153,21885,27440,24146,23039,,24431,26591,16926
43,,24434,19955,19116,19843,20423,23759,19391,20100,25033,28604,26153,22309,27440,25581,23865,,24430,26591,16926
44,,24577,19955,22840,19843,20423,23759,19391,20243,24448,27456,26153,22732,27440,25581,23586,,24430,26591,16926
45,16486,24721,19955,19116,19843,20423,23759,19391,20386,23863,28604,26153,23157,26428,25581,23586,,24430,26591,16926
46,17234,24864,19955,19116,19843,20423,23759,19391,20528,21381,28315,26153,25423,27440,25581,22607,,24283,26591,16926
47,17234,25007,19956,19402,19843,20423,23759,19391,20671,21381,27454,26153,25423,27440,25581,22175,,24865,26591,16926
48,17234,25150,19956,19402,19843,20423,23759,19391,20814,17072,28315,26153,25423,26428,25581,22576,,24865,26591,17820
49,17234,25436,20100,19402,19843,20423,23759,19535,21100,18399,27144,26153,25282,27440,25581,20447,,24720,26591,17820
50,17234,25580,20101,19402,19843,20423,23759,19535,21100,18976,28315,26153,25282,27440,25581,23000,,24720,26591,17820
51,17234,25580,20101,19402,19843,20993,23759,19535,19958,19553,27454,26153,25282,26283,25581,20591,,24719,26591,17820
52,17234,25580,19958,19402,19843,20993,23759,19534,19958,20130,27454,26153,25282,27440,25579,20735,,24719,26591,17820
53,17234,25580,20102,19402,19843,20423,23903,19678,20539,20707,27454,26153,25282,27440,25581,20879,,24575,26591,17820
54,17234,25580,20102,19402,19841,20423,23903,19678,21264,21429,27454,26153,25430,26283,28315,21166,,24575,26591,17820
55,17234,25580,20102,19402,19841,20423,23903,19678,21702,22152,27454,26153,25430,26283,28315,21167,17072,24574,26591,17820
56,16486,25724,20102,19402,19841,20423,23903,19679,22426,22874,27454,26153,25430,26283,24427,21311,17966,24574,25043,17820
57,17234,25724,20104,19116,19841,20993,24465,19679,22864,23452,27454,26153,25427,26283,24427,21598,17966,24573,25043,16926
58,17234,25724,20104,19116,19841,20993,23903,19679,20015,24317,27454,26153,25427,26426,24427,21599,18110,24573,25043,16926
59,16486,25724,20104,19116,19841,20993,23903,19679,19149,25039,27454,26153,25427,26426,24427,21887,18110,24573,26591,16926
60,17234,25724,20104,19116,19841,20993,23903,19679,18568,25905,28315,27162,25427,26426,28315,24153,18253,24573,25333,16926
61,17524,25724,20246,19402,19841,20993,23903,19679,17987,24145,29035,24178,25427,27440,28315,23876,18253,24573,25620,16926
62,17524,25868,20388,19116,19841,20993,23903,19823,17550,27206,28315,24178,25427,26426,28315,23876,18253,24573,26052,16926
63,17669,25868,20388,19116,19841,20993,23903,19822,20390,27203,26451,27162,25427,26426,28315,24017,18397,24573,26340,16926
64,17813,25868,20388,24145,20267,20993,23903,19822,20390,27347,26451,27162,25427,27001,28315,24160,18397,24573,26628,16926
65,17958,25868,20531,19116,20267,20993,24465,19822,20390,27199,26451,26153,25575,26426,28315,24160,18541,24573,26916,16926
66,18102,25726,20531,19116,20267,20993,24465,19966,20390,27487,26451,26153,25575,27440,28315,24160,18541,24572,27348,16926
67,18247,25726,20531,19116,20267,20993,23903,19966,20531,27340,29035,26153,25873,26426,28315,24164,18541,24572,27636,16926
68,18393,25726,20674,19116,20553,20993,24465,19966,20673,27628,28890,27162,25573,26426,28315,23759,18684,24572,27924,16926
69,18537,25725,20674,19116,20553,20993,24465,19967,20814,27481,28171,27162,25573,26426,28315,23759,18684,24572,28211,16926
70,18682,25725,20674,19116,20553,20993,24047,19967,21100,27625,28890,27162,25573,26426,25581,23759,18828,24572,29328,16926
71,18826,25581,20817,19116,20553,20993,24191,19967,21100,27622,28890,27162,25573,26426,28315,23759,18974,24572,29328,16926
72,18972,25724,20817,19116,20553,20993,24479,19967,21100,27766,28890,27197,25573,26426,28315,23903,18974,24572,28351,16926
73,19116,25580,20817,19116,20553,20993,24623,19967,21100,27763,27144,27057,25573,26426,28315,23903,18974,24572,28059,16926
74,19261,25580,20960,19116,20553,20993,25892,19967,21100,27907,28744,26916,25573,26426,28315,23903,19118,24572,27768,16926
75,19551,25579,20960,19116,20553,20993,25892,20110,21244,27905,28744,26776,25573,26426,28315,23903,19118,24572,27476,16926
76,19551,25722,21103,19116,20553,20993,25892,20110,21244,28048,28744,26636,25573,26426,23858,24448,19261,24572,27184,16926
77,19841,25578,21103,19116,20553,20993,25343,20110,21244,27902,28744,26350,25573,26426,23858,24450,19261,24572,26892,16926
78,19984,25578,21103,19542,20553,20993,24767,20254,21244,28190,28744,26351,25573,26426,23858,24047,19405,24572,26746,16926
79,20130,25577,21246,20255,20553,20993,24465,20254,21244,28043,28744,26063,25573,26426,24567,24047,19405,24572,27720,16926
80,20274,25720,21246,20824,20553,20993,24465,20254,21246,28187,28744,25919,26151,26426,24567,24456,19405,24572,27577,16926
81,20420,25729,21246,21678,20553,20993,24465,20254,21246,28185,28744,25895,25573,27441,24567,23017,19549,24572,27577,16926
82,20710,25729,21389,22818,20553,20993,24047,20255,21246,24985,28744,25895,25573,27441,24567,24448,19549,24572,27576,16926
83,20854,25729,21389,22974,20553,20993,24047,20255,21246,23972,28744,25895,25573,27440,24567,24448,19692,24572,27576,16926
84,21144,25729,21389,23273,20553,20993,24191,20255,21390,22818,28744,25895,25573,26426,24567,24456,19692,24572,27576,16926
85,21144,25729,21532,23283,20124,20993,24335,20255,21390,24985,28744,26063,26736,26426,24567,24191,19692,24572,27576,16926
86,21434,25729,21532,23435,20124,20993,24479,20255,21390,23702,28744,26348,26736,26426,24567,24191,19836,24572,27576,16926
87,21577,25729,21676,23587,20124,20993,24623,20398,21391,24985,28744,26736,25573,26426,24567,24191,19982,24572,27576,16926
88,21867,25729,21818,22031,20124,20993,24767,20398,21391,25127,28744,,25573,26137,24567,24191,19982,24572,27576,16926
89,22011,25729,21819,22031,20553,20993,24767,20398,21392,23702,28744,,25573,25583,24567,24598,20126,24572,27576,16926
90,22301,25729,21962,22175,20553,20993,25895,20398,21392,23702,28744,,25573,25723,24567,24598,20126,24572,27576,16926
91,22448,25872,21677,22175,20553,20993,25895,20542,21392,24985,28744,,25573,25723,24567,24598,20270,24572,27576,16926
92,22736,25872,21251,22319,20838,20993,25895,20542,21392,24985,28744,24328,25573,25723,24567,24598,20270,24572,27576,16926
93,22882,26016,21251,22319,20553,20993,24465,20542,21392,23702,28744,25873,25573,25723,24567,24598,20270,24572,27435,16926
94,23170,26016,21251,22463,20838,20993,25895,20543,21392,23702,27024,25873,25573,25723,24567,24746,20413,24572,27720,17820
95,23460,26159,21251,22463,20838,20993,24465,20543,21392,23702,28744,25873,25573,25723,24567,24479,20413,24572,27720,17820
96,23604,26159,21108,22463,20553,20993,24465,20543,21536,23702,28744,25873,25573,25723,24567,24746,20557,24572,27720,17820
97,23895,26160,21252,22607,20553,20993,24465,20543,21536,23702,28456,24186,25573,25723,24567,24746,20557,24572,27720,17820
98,24186,26160,21110,22607,20553,20993,24465,20686,21536,23702,28456,24335,25573,25723,24567,24746,20701,24572,27433,17820
99,24329,26446,21110,22607,20553,20993,24465,20686,21536,23844,28744,24623,26151,25723,24567,24746,20701,24572,27433,17820
100,24620,26446,20967,22751,20553,20993,24465,20686,21537,23987,28456,25895,26151,26137,24567,24746,20844,24572,27433,17820
101,24908,26446,21111,22751,20553,20993,24465,20686,21537,24130,28456,25919,26151,26137,24567,24746,20844,24571,27433,17820
102,25199,26447,21111,22751,20838,20993,24465,20686,21537,24272,28744,26054,26151,24996,24567,24479,20988,24571,27433,17820
103,25343,26733,21112,23600,20553,20993,24465,20830,21537,24415,28456,26298,26151,25723,24567,24746,20990,24571,27433,17820
